00:00.000	ID:40001	node_id: 1; packet_size: 126
00:00.000	ID:40002	node_id: 2; packet_size: 126
00:00.000	ID:40018	node_id: 18; packet_size: 126
00:00.000	ID:40005	node_id: 5; packet_size: 126
00:00.000	ID:40011	node_id: 11; packet_size: 126
00:00.000	ID:40008	node_id: 8; packet_size: 126
00:00.000	ID:40017	node_id: 17; packet_size: 126
00:00.000	ID:40003	node_id: 3; packet_size: 126
00:00.000	ID:40015	node_id: 15; packet_size: 126
00:00.000	ID:40020	node_id: 20; packet_size: 126
00:00.000	ID:40021	node_id: 21; packet_size: 126
00:00.000	ID:40012	node_id: 12; packet_size: 126
00:00.000	ID:40004	node_id: 4; packet_size: 126
00:00.000	ID:40019	node_id: 19; packet_size: 126
00:00.000	ID:40010	node_id: 10; packet_size: 126
00:00.000	ID:40007	node_id: 7; packet_size: 126
00:00.000	ID:40006	node_id: 6; packet_size: 126
00:01.000	ID:40009	node_id: 9; packet_size: 126
00:02.000	ID:40026	node_id: 26; packet_size: 126
00:02.000	ID:40037	node_id: 37; packet_size: 126
00:02.000	ID:40035	node_id: 35; packet_size: 126
00:02.000	ID:40025	node_id: 25; packet_size: 126
00:02.000	ID:40031	node_id: 31; packet_size: 126
00:02.000	ID:40036	node_id: 36; packet_size: 126
00:02.000	ID:40027	node_id: 27; packet_size: 126
00:02.000	ID:40032	node_id: 32; packet_size: 126
00:02.000	ID:40034	node_id: 34; packet_size: 126
00:02.000	ID:40028	node_id: 28; packet_size: 126
00:02.000	ID:40024	node_id: 24; packet_size: 126
00:02.000	ID:40030	node_id: 30; packet_size: 126
00:03.000	ID:40014	node_id: 14; packet_size: 126
00:03.000	ID:40031	31, 0, -80, 2, 0, 0, 0, 0, 0
00:04.000	ID:40033	node_id: 33; packet_size: 126
00:04.000	ID:40031	31, 0, -68, 3, 0, 0, 0, 0, 0
00:05.000	ID:40005	5, 2, -68, 1, 0, 0, 0, 0, 0
00:05.000	ID:40036	36, 2, -64, 1, 0, 0, 0, 0, 0
00:05.000	ID:40007	7, 3, -62, 1, 0, 0, 0, 0, 0
00:05.000	ID:40002	2, 3, -69, 1, 0, 0, 0, 0, 0
00:05.000	ID:40021	21, 3, -67, 1, 0, 0, 0, 0, 0
00:05.000	ID:40037	37, 2, -63, 1, 0, 0, 0, 0, 0
00:05.000	ID:40018	18, 2, -69, 1, 0, 0, 0, 0, 0
00:05.000	ID:40009	9, 6, -55, 1, 0, 0, 0, 0, 0
00:05.000	ID:40003	3, 3, -58, 1, 0, 0, 0, 0, 0
00:05.000	ID:40001	1, 3, -42, 1, 0, 0, 0, 0, 0
00:05.000	ID:40031	31, 0, -68, 4, 0, 0, 0, 0, 0
00:05.000	ID:40004	4, 5, -60, 1, 0, 0, 0, 0, 0
00:05.000	ID:40025	25, 1, -84, 1, 0, 0, 0, 0, 0
00:05.000	ID:40015	15, 6, -58, 1, 0, 0, 0, 0, 0
00:05.000	ID:40008	8, 3, -62, 1, 0, 0, 0, 0, 0
00:05.000	ID:40020	20, 3, -85, 1, 0, 0, 0, 0, 0
00:05.000	ID:40011	11, 4, -56, 1, 0, 0, 0, 0, 0
00:05.000	ID:40026	26, 3, -62, 1, 0, 0, 0, 0, 0
00:06.000	ID:40012	12, 3, -68, 1, 0, 0, 0, 0, 0
00:06.000	ID:40017	17, 4, -72, 1, 0, 0, 0, 0, 0
00:06.000	ID:40019	19, 4, -65, 1, 0, 0, 0, 0, 0
00:06.000	ID:40010	10, 6, -56, 1, 0, 0, 0, 0, 0
00:06.000	ID:40006	6, 3, -87, 1, 0, 0, 0, 0, 0
00:06.000	ID:40035	35, 1, -80, 1, 0, 0, 0, 0, 0
00:06.000	ID:40037	37, 2, -64, 3, 0, 0, 0, 1, 1
00:06.000	ID:40025	25, 1, -84, 2, 0, 0, 0, 0, 0
00:06.000	ID:40003	3, 3, -58, 2, 0, 0, 0, 0, 0
00:06.000	ID:40004	4, 5, -60, 3, 0, 0, 0, 0, 0
00:06.000	ID:40006	6, 4, -71, 3, 0, 0, 0, 0, 0
00:06.000	ID:40007	7, 3, -61, 2, 0, 0, 0, 0, 0
00:06.000	ID:40036	36, 2, -64, 2, 0, 0, 0, 0, 0
00:06.000	ID:40026	26, 3, -60, 2, 0, 0, 0, 0, 0
00:06.000	ID:40001	1, 3, -42, 2, 0, 0, 0, 0, 0
00:06.000	ID:40021	21, 3, -67, 2, 2, 0, 21, 0, 0
00:06.000	ID:40019	19, 3, -68, 2, 0, 0, 0, 0, 0
00:06.000	ID:40015	15, 4, -58, 2, 0, 0, 0, 0, 0
00:06.000	ID:40028	28, 1, -87, 1, 0, 0, 0, 0, 0
00:06.000	ID:40020	20, 6, -70, 3, 1, 0, 0, 0, 0
00:06.000	ID:40031	31, 0, -67, 1, 0, 0, 0, 0, 0
00:06.000	ID:40009	9, 3, -75, 2, 2, 0, 15, 0, 0
00:06.000	ID:40018	18, 2, -70, 2, 0, 0, 0, 0, 0
00:06.000	ID:40010	10, 3, -79, 2, 1, 0, 7, 0, 0
00:06.000	ID:40005	5, 2, -66, 2, 0, 0, 0, 0, 0
00:06.000	ID:40008	8, 3, -63, 2, 1, 0, 8, 0, 0
00:07.000	ID:40027	27, 1, -65, 1, 0, 0, 0, 0, 0
00:07.000	ID:40011	11, 4, -74, 3, 0, 0, 0, 0, 0
00:07.000	ID:40002	2, 3, -68, 2, 0, 0, 0, 0, 0
00:07.000	ID:40017	17, 4, -71, 2, 2, 0, 24, 0, 0
00:07.000	ID:40012	12, 3, -69, 2, 2, 0, 17, 0, 0
00:07.000	ID:40035	35, 1, -81, 2, 1, 0, 5, 0, 0
00:07.000	ID:40017	17, 2, -83, 3, 3, 0, 25, 0, 0
00:07.000	ID:40033	33, 1, -83, 1, 0, 0, 0, 0, 0
00:07.000	ID:40018	18, 2, -68, 3, 1, 0, 20, 0, 0
00:07.000	ID:40025	25, 1, -84, 3, 0, 0, 0, 0, 0
00:07.000	ID:40014	14, 2, -65, 1, 0, 0, 0, 0, 0
00:07.000	ID:40019	19, 4, -70, 4, 0, 0, 0, 0, 0
00:07.000	ID:40004	4, 5, -58, 5, 0, 0, 0, 0, 0
00:07.000	ID:40009	9, 3, -77, 3, 2, 0, 15, 0, 0
00:07.000	ID:40037	37, 1, -88, 4, 0, 0, 0, 1, 1
00:07.000	ID:40012	12, 5, -58, 4, 3, 0, 17, 0, 0
00:07.000	ID:40026	26, 4, -71, 4, 0, 0, 0, 0, 0
00:07.000	ID:40032	32, 1, -82, 1, 0, 0, 0, 0, 0
00:07.000	ID:40001	1, 3, -41, 3, 0, 0, 0, 0, 0
00:07.000	ID:40021	21, 4, -46, 4, 2, 0, 21, 0, 0
00:07.000	ID:40031	31, 0, -45, 2, 1, 0, 0, 0, 0
00:07.000	ID:40035	35, 1, -80, 3, 2, 0, 17, 0, 0
00:07.000	ID:40008	8, 3, -63, 3, 3, 0, 15, 0, 0
00:07.000	ID:40010	10, 3, -79, 3, 1, 0, 7, 0, 0
00:08.000	ID:40028	28, 1, -87, 2, 0, 0, 0, 0, 0
00:08.000	ID:40036	36, 4, -66, 4, 0, 0, 0, 0, 0
00:08.000	ID:40020	20, 3, -85, 4, 2, 0, 27, 0, 0
00:08.000	ID:40002	2, 3, -69, 3, 0, 0, 0, 0, 0
00:08.000	ID:40011	11, 0, -45, 3, 1, 0, 4, 0, 0
00:08.000	ID:40013	node_id: 13; packet_size: 126
00:08.000	ID:40024	24, 1, -66, 1, 0, 0, 0, 0, 0
00:08.000	ID:40003	3, 3, -58, 3, 2, 0, 93, 0, 0
00:08.000	ID:40015	15, 6, -84, 3, 0, 0, 0, 0, 0
00:08.000	ID:40027	27, 0, -45, 1, 5, 0, 3, 0, 0
00:08.000	ID:40037	37, 2, -64, 6, 0, 0, 0, 1, 1
00:08.000	ID:40012	12, 4, -57, 6, 3, 0, 17, 0, 0
00:08.000	ID:40011	11, 0, -45, 3, 3, 0, 64, 0, 0
00:08.000	ID:40001	1, 3, -42, 4, 0, 0, 0, 0, 0
00:08.000	ID:40020	20, 5, -66, 6, 2, 0, 27, 0, 0
00:08.000	ID:40010	10, 4, -65, 5, 1, 0, 7, 0, 0
00:08.000	ID:40028	28, 1, -86, 3, 0, 0, 0, 0, 0
00:08.000	ID:40014	14, 2, -65, 2, 0, 0, 0, 0, 0
00:08.000	ID:40036	36, 2, -64, 5, 0, 0, 0, 0, 0
00:08.000	ID:40032	32, 1, -83, 2, 1, 0, 2, 0, 0
00:08.000	ID:40007	7, 4, -55, 3, 0, 0, 0, 0, 0
00:08.000	ID:40025	25, 1, -84, 4, 0, 0, 0, 0, 0
00:08.000	ID:40024	24, 1, -65, 2, 0, 0, 0, 0, 0
00:08.000	ID:40031	31, 0, -78, 4, 1, 0, 0, 0, 0
00:08.000	ID:40033	33, 2, -74, 2, 2, 0, 9, 0, 0
00:08.000	ID:40015	15, 4, -85, 4, 1, 0, 2, 0, 0
00:08.000	ID:40004	4, 5, -51, 6, 0, 0, 0, 0, 0
00:08.000	ID:40026	26, 3, -61, 5, 0, 0, 0, 0, 0
