00:00.000	ID:40001	node_id: 1; packet_size: 32
00:00.000	ID:40017	node_id: 17; packet_size: 32
00:00.000	ID:40020	node_id: 20; packet_size: 32
00:00.000	ID:40003	node_id: 3; packet_size: 32
00:01.000	ID:40011	node_id: 11; packet_size: 32
00:01.000	ID:40002	node_id: 2; packet_size: 32
00:01.000	ID:40008	node_id: 8; packet_size: 32
00:01.000	ID:40019	node_id: 19; packet_size: 32
00:01.000	ID:40021	node_id: 21; packet_size: 32
00:01.000	ID:40012	node_id: 12; packet_size: 32
00:01.000	ID:40015	node_id: 15; packet_size: 32
00:01.000	ID:40005	node_id: 5; packet_size: 32
00:01.000	ID:40004	node_id: 4; packet_size: 32
00:01.000	ID:40010	node_id: 10; packet_size: 32
00:02.000	ID:40026	node_id: 26; packet_size: 32
00:02.000	ID:40025	node_id: 25; packet_size: 32
00:02.000	ID:40031	node_id: 31; packet_size: 32
00:02.000	ID:40033	node_id: 33; packet_size: 32
00:02.000	ID:40030	node_id: 30; packet_size: 32
00:03.000	ID:40035	node_id: 35; packet_size: 32
00:03.000	ID:40024	node_id: 24; packet_size: 32
00:03.000	ID:40032	node_id: 32; packet_size: 32
00:03.000	ID:40034	node_id: 34; packet_size: 32
00:03.000	ID:40036	node_id: 36; packet_size: 32
00:03.000	ID:40028	node_id: 28; packet_size: 32
00:03.000	ID:40027	node_id: 27; packet_size: 32
00:03.000	ID:40031	31, 0, -78, 1, 0, 0, 0, 0, 0
00:04.000	ID:40013	node_id: 13; packet_size: 32
00:04.000	ID:40031	31, 0, -84, 2, 0, 0, 0, 0, 0
00:04.000	ID:40009	node_id: 9; packet_size: 32
00:05.000	ID:40037	node_id: 37; packet_size: 32
00:05.000	ID:40018	18, 2, -70, 1, 0, 0, 0, 0, 0
00:05.000	ID:40036	36, 2, -64, 1, 0, 0, 0, 0, 0
00:06.000	ID:40008	8, 3, -63, 1, 0, 0, 0, 0, 0
00:06.000	ID:40012	12, 3, -70, 1, 0, 0, 0, 0, 0
00:06.000	ID:40025	25, 1, -84, 1, 0, 0, 0, 0, 0
00:06.000	ID:40033	33, 1, -83, 1, 0, 0, 0, 0, 0
00:06.000	ID:40021	21, 3, -67, 1, 0, 0, 0, 0, 0
00:06.000	ID:40020	20, 3, -73, 1, 0, 0, 0, 0, 0
00:06.000	ID:40031	31, 0, -67, 1, 0, 0, 0, 0, 0
00:06.000	ID:40003	3, 3, -54, 1, 0, 0, 0, 0, 0
00:06.000	ID:40017	17, 3, -77, 1, 0, 0, 0, 0, 0
00:06.000	ID:40011	11, 3, -65, 1, 0, 0, 0, 0, 0
00:06.000	ID:40015	15, 3, -76, 1, 0, 0, 0, 0, 0
00:06.000	ID:40005	5, 2, -68, 1, 0, 0, 0, 0, 0
00:06.000	ID:40002	2, 3, -69, 1, 0, 0, 0, 0, 0
00:06.000	ID:40010	10, 4, -80, 1, 0, 0, 0, 0, 0
00:06.000	ID:40001	1, 5, -60, 1, 0, 0, 0, 0, 0
00:06.000	ID:40026	26, 2, -78, 1, 0, 0, 0, 0, 0
00:06.000	ID:40004	4, 4, -60, 1, 0, 0, 0, 0, 0
00:06.000	ID:40008	8, 3, -63, 2, 0, 0, 0, 0, 0
00:06.000	ID:40036	36, 2, -63, 2, 0, 0, 0, 0, 0
00:06.000	ID:40034	34, 2, -80, 1, 0, 0, 0, 0, 0
00:07.000	ID:40010	10, 3, -73, 2, 0, 0, 0, 0, 0
00:07.000	ID:40018	18, 2, -73, 2, 1, 0, 12, 0, 0
00:07.000	ID:40031	31, 0, -68, 2, 0, 0, 0, 0, 0
00:07.000	ID:40027	27, 1, -65, 1, 0, 0, 0, 0, 0
00:07.000	ID:40004	4, 3, -59, 2, 0, 0, 0, 0, 0
00:07.000	ID:40033	33, 1, -83, 2, 0, 0, 0, 0, 0
00:07.000	ID:40025	25, 1, -84, 2, 2, 0, 4, 0, 0
00:07.000	ID:40011	11, 2, -83, 2, 2, 0, 2, 0, 0
00:07.000	ID:40024	24, 1, -66, 2, 0, 0, 0, 0, 0
00:07.000	ID:40032	32, 1, -83, 1, 0, 0, 0, 0, 0
00:07.000	ID:40014	node_id: 14; packet_size: 32
00:07.000	ID:40017	17, 2, -83, 2, 0, 0, 0, 0, 0
00:07.000	ID:40020	20, 3, -57, 2, 0, 0, 0, 0, 0
00:07.000	ID:40026	26, 2, -70, 2, 0, 0, 0, 0, 0
00:07.000	ID:40035	35, 1, -81, 1, 0, 0, 0, 0, 0
00:07.000	ID:40021	21, 3, -67, 2, 0, 0, 0, 0, 0
00:07.000	ID:40028	28, 1, -87, 1, 0, 0, 0, 0, 0
00:07.000	ID:40002	2, 3, -71, 2, 2, 0, 10, 0, 0
00:07.000	ID:40001	1, 4, -60, 3, 0, 0, 0, 0, 0
00:07.000	ID:40005	5, 2, -61, 2, 1, 0, 6, 0, 0
00:07.000	ID:40012	12, 3, -68, 2, 1, 0, 3, 0, 0
00:07.000	ID:40015	15, 3, -69, 2, 1, 0, 20, 0, 0
00:07.000	ID:40019	19, 3, -67, 1, 0, 0, 0, 0, 0
00:07.000	ID:40003	3, 3, -54, 2, 2, 0, 2, 0, 0
00:07.000	ID:40012	12, 3, -69, 3, 1, 0, 3, 0, 1
00:07.000	ID:40034	34, 2, -80, 2, 0, 0, 0, 0, 0
