00:00.000	ID:40014	Rime started with address 14.0
00:00.000	ID:40014	MAC 0e:00:00:00:00:00:00:00 Contiki 3.0 started. Node id is set to 14.
00:00.000	ID:40014	nullsec nullmac nullrdc, channel check rate 128 Hz, radio channel 26
00:00.000	ID:40014	Starting 'Glossy test'
00:15.000	ID:40001	node_id: 1; packet_size: 64
00:15.000	ID:40017	node_id: 17; packet_size: 64
00:15.000	ID:40019	node_id: 19; packet_size: 64
00:15.000	ID:40007	node_id: 7; packet_size: 64
00:15.000	ID:40012	node_id: 12; packet_size: 64
00:15.000	ID:40008	node_id: 8; packet_size: 64
00:15.000	ID:40021	node_id: 21; packet_size: 64
00:15.000	ID:40018	node_id: 18; packet_size: 64
00:15.000	ID:40011	node_id: 11; packet_size: 64
00:15.000	ID:40003	node_id: 3; packet_size: 64
00:15.000	ID:40015	node_id: 15; packet_size: 64
00:15.000	ID:40020	node_id: 20; packet_size: 64
00:15.000	ID:40002	node_id: 2; packet_size: 64
00:16.000	ID:40010	node_id: 10; packet_size: 64
00:16.000	ID:40004	node_id: 4; packet_size: 64
00:16.000	ID:40013	node_id: 13; packet_size: 64
00:16.000	ID:40005	node_id: 5; packet_size: 64
00:17.000	ID:40024	node_id: 24; packet_size: 64
00:17.000	ID:40009	node_id: 9; packet_size: 64
00:17.000	ID:40026	node_id: 26; packet_size: 64
00:17.000	ID:40030	node_id: 30; packet_size: 64
00:17.000	ID:40035	node_id: 35; packet_size: 64
00:17.000	ID:40034	node_id: 34; packet_size: 64
00:17.000	ID:40032	node_id: 32; packet_size: 64
00:17.000	ID:40033	node_id: 33; packet_size: 64
00:17.000	ID:40025	node_id: 25; packet_size: 64
00:18.000	ID:40027	node_id: 27; packet_size: 64
00:18.000	ID:40036	node_id: 36; packet_size: 64
00:18.000	ID:40028	node_id: 28; packet_size: 64
00:18.000	ID:40031	31, 0, -78, 1, 0, 0, 0, 0, 0
00:18.000	ID:40006	node_id: 6; packet_size: 64
00:19.000	ID:40031	31, 0, -68, 2, 0, 0, 0, 0, 0
00:20.000	ID:40024	24, 2, -86, 1, 0, 0, 0, 0, 0
00:21.000	ID:40005	5, 2, -66, 1, 0, 0, 0, 0, 0
00:21.000	ID:40003	3, 3, -54, 1, 0, 0, 0, 0, 0
00:21.000	ID:40012	12, 3, -69, 1, 0, 0, 0, 0, 0
00:21.000	ID:40021	21, 3, -67, 1, 0, 0, 0, 0, 0
00:22.000	ID:40010	10, 3, -74, 1, 0, 0, 0, 0, 0
00:22.000	ID:40004	4, 3, -75, 1, 0, 0, 0, 0, 0
00:22.000	ID:40025	25, 1, -84, 1, 0, 0, 0, 0, 0
00:22.000	ID:40002	2, 3, -68, 1, 0, 0, 0, 0, 0
00:22.000	ID:40026	26, 2, -78, 1, 0, 0, 0, 0, 0
00:22.000	ID:40011	11, 3, -65, 1, 0, 0, 0, 0, 0
00:22.000	ID:40018	18, 2, -70, 1, 0, 0, 0, 0, 0
00:22.000	ID:40017	17, 3, -82, 1, 0, 0, 0, 0, 0
00:22.000	ID:40031	31, 0, -68, 2, 0, 0, 0, 0, 0
00:22.000	ID:40035	35, 1, -81, 1, 0, 0, 0, 0, 0
00:22.000	ID:40001	1, 3, -72, 1, 0, 0, 0, 0, 0
00:22.000	ID:40013	13, 2, -79, 1, 0, 0, 0, 0, 0
00:22.000	ID:40008	8, 3, -63, 1, 0, 0, 0, 0, 0
00:22.000	ID:40036	36, 2, -64, 1, 0, 0, 0, 0, 0
00:22.000	ID:40024	24, 1, -65, 2, 0, 0, 0, 0, 0
00:22.000	ID:40027	27, 1, -65, 1, 0, 0, 0, 0, 0
00:22.000	ID:40028	28, 1, -88, 1, 0, 0, 0, 0, 0
00:22.000	ID:40034	34, 2, -84, 1, 0, 0, 0, 0, 0
00:22.000	ID:40007	7, 3, -79, 1, 0, 0, 0, 0, 0
00:22.000	ID:40019	19, 8, -75, 1, 0, 0, 0, 0, 0
00:22.000	ID:40030	30, 2, -88, 1, 0, 0, 0, 0, 0
00:22.000	ID:40036	36, 2, -68, 2, 0, 0, 0, 0, 0
00:22.000	ID:40013	13, 2, -84, 2, 0, 0, 0, 0, 0
00:22.000	ID:40035	35, 1, -80, 2, 0, 0, 0, 5, 1
00:22.000	ID:40028	28, 1, -87, 2, 0, 0, 0, 0, 0
00:23.000	ID:40027	27, 1, -65, 2, 1, 0, 3, 0, 0
00:23.000	ID:40006	6, 3, -81, 1, 0, 0, 0, 0, 0
00:23.000	ID:40021	21, 4, -78, 3, 0, 0, 0, 0, 0
00:23.000	ID:40004	4, 5, -56, 3, 1, 0, 0, 0, 0
00:23.000	ID:40032	32, 4, -88, 1, 0, 0, 0, 0, 0
00:23.000	ID:40024	24, 1, -65, 3, 0, 0, 0, 0, 0
00:23.000	ID:40009	9, 3, -80, 1, 0, 0, 0, 0, 0
00:23.000	ID:40026	26, 3, -61, 3, 0, 0, 0, 0, 0
00:23.000	ID:40020	20, 3, -72, 1, 0, 0, 0, 0, 0
00:23.000	ID:40002	2, 4, -74, 3, 0, 0, 0, 0, 0
00:23.000	ID:40009	9, 5, -51, 3, 0, 0, 0, 0, 0
00:23.000	ID:40001	1, 3, -72, 2, 0, 0, 0, 0, 0
00:23.000	ID:40007	7, 4, -62, 3, 0, 0, 0, 0, 0
00:23.000	ID:40003	3, 3, -54, 2, 0, 0, 0, 0, 0
00:23.000	ID:40018	18, 2, -74, 2, 0, 0, 0, 0, 0
00:23.000	ID:40010	10, 4, -70, 3, 0, 0, 0, 0, 0
00:23.000	ID:40008	8, 3, -63, 2, 0, 0, 0, 0, 0
00:23.000	ID:40019	19, 3, -68, 3, 0, 0, 0, 0, 0
00:23.000	ID:40017	17, 4, -78, 3, 0, 0, 0, 0, 0
00:23.000	ID:40034	34, 2, -79, 2, 0, 0, 0, 0, 0
00:23.000	ID:40032	32, 1, -82, 2, 3, 0, 21, 0, 0
00:23.000	ID:40011	11, 3, -65, 2, 0, 0, 0, 0, 0
00:23.000	ID:40020	20, 3, -73, 2, 0, 0, 0, 0, 0
00:23.000	ID:40033	33, 1, -83, 1, 0, 0, 0, 0, 0
00:23.000	ID:40031	31, 0, -68, 3, 0, 0, 0, 0, 0
00:23.000	ID:40020	20, 3, -73, 3, 0, 0, 0, 0, 0
00:23.000	ID:40035	35, 1, -80, 4, 1, 0, 0, 5, 1
00:23.000	ID:40036	36, 2, -64, 3, 0, 0, 0, 0, 0
00:23.000	ID:40018	18, 2, -70, 3, 0, 0, 0, 0, 0
00:24.000	ID:40005	5, 2, -70, 2, 0, 0, 0, 0, 0
00:24.000	ID:40030	30, 3, -86, 2, 1, 0, 17, 0, 0
00:24.000	ID:40026	26, 2, -79, 4, 0, 0, 0, 0, 0
00:24.000	ID:40017	17, 3, -83, 4, 0, 0, 0, 0, 0
00:24.000	ID:40019	19, 5, -75, 5, 1, 0, 0, 0, 0
00:24.000	ID:40034	34, 2, -78, 3, 0, 0, 0, 0, 0
00:24.000	ID:40032	32, 1, -82, 3, 4, 0, 29, 0, 0
00:24.000	ID:40024	24, 1, -65, 4, 0, 0, 0, 0, 0
